interval_start,interval,geography_type,geography_key,deployment.avg
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371132341,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371132342,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371132371,0.5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371132372,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371133011,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371133012,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371133032,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371133212,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134011,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134012,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134211,0.32
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134212,0.46
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134213,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134221,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134222,0.15
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371134224,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371151013,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371151031,0.4
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371151042,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371152011,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371152021,0.17
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371152022,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371152023,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371153012,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371153021,0.17
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371154031,0.45
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371154041,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371173021,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371173023,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371173024,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371173032,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371174043,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371174051,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371174081,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371175101,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371175201,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371175302,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371190013,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371193102,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371194004,0.34
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371197001,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371197003,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371198005,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371199002,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371200102,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371200201,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371201031,0.21
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371201041,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371201052,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371201081,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371203001,0.2
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371203003,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371204001,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371204002,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371204003,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371204004,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371210101,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371210102,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371210103,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371210104,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371210202,0.23
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371211012,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371211021,0.2
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371211022,0.32
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371212212,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371212221,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371212222,0.16
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371216001,0.25
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371216002,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371218011,0.96
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371218012,0.36
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371218021,0.29
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371218022,0.3
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371218023,0.23
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371219001,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371219002,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371219003,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371220002,0.16
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371220003,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371221201,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371221202,0.39
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371221212,0.41
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371221221,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371221222,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371222001,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371222002,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371222003,0.21
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371224101,0.57
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371224102,0.62
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371224201,0.51
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371224202,3.82
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371230101,0.44
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371230102,0.24
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371230201,0.1
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371231031,0.35
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371231032,2.23
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371231041,0.78
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371231042,0.9
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371231043,1.3
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232031,0.47
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232032,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232033,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232041,0.42
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232042,0.34
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232051,0.68
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232052,0.36
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371232061,1.38
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233011,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233012,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233013,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233031,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233032,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233041,0.21
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233042,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371233043,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371234101,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371234201,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371234202,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371234203,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371235101,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371235102,0.28
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371235201,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371236011,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371236012,0.23
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371236013,0.56
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371236021,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371236022,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371236023,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371237001,0.21
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371237002,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371237003,0.35
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371237004,0.29
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371238001,0.67
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371238002,0.55
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371238003,0.55
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371239011,0.95
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371239012,0.39
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371239013,0.52
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371239021,0.24
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371239022,1.72
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371240001,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371240002,0.43
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371240003,0.91
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371240004,0.46
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241021,5.28
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241022,2.56
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241023,1.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241031,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241032,0.6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241041,0.63
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241042,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241051,0.41
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371241052,1.99
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242011,1.7
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242012,1.25
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242013,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242031,0.88
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242032,2.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242041,2.35
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371242042,2.75
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371243001,1.49
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371243002,1.86
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371243003,2.63
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371244001,0.21
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371244002,0.34
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371244003,0.53
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371245001,0.35
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371245002,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371246002,0.74
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371246003,1.52
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371247001,0.68
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371247002,0.51
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371247003,0.57
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371247004,0.33
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371249021,2.67
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371249031,0.78
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371249032,0.24
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371251001,1.59
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371251002,2.79
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371251003,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371251004,1.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371252001,3.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371252002,4.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371252003,1.65
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371253101,1.35
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371253102,3.47
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371253103,25.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371253201,51.66
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371253202,8.76
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371254011,3.27
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371254012,25.61
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371254021,4.79
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371254022,2.63
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371254023,5.44
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371255011,5.71
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371255012,2.97
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371255021,4.58
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371255022,1.29
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371256001,0.66
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371256002,0.64
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371256003,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371271021,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371271022,0.39
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371271031,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371271041,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371271042,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371272101,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371272102,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371272103,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371272201,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371272202,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371273002,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371274001,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371274002,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371274003,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371274004,0.26
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371275202,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371276032,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371276041,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371276052,0.08
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371277111,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371277112,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371277121,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371277122,0.32
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278031,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278032,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278041,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278052,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278053,0.18
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278061,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278062,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371278063,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371279102,0.33
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371279201,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371279202,0.1
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371281011,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371281012,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371281021,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371281022,0.3
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371282101,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371282102,0.95
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371282201,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371282202,0.43
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371283021,0.18
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371283022,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371283031,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371283032,0.32
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371284001,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371284002,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371284003,0.18
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371284004,0.16
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371285001,0.2
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371285002,0.67
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371286011,0.1
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371286012,0.26
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371286021,0.2
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371286022,0.31
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371286023,0.87
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371287021,0.84
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371287022,2.24
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371287023,2.89
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371287024,0.9
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371288011,0.69
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371288012,0.29
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371288021,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371288022,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371288023,0.15
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371289101,0.83
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371289102,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371289103,1.25
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371310101,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371310102,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371310201,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371310202,0.22
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371310203,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371311001,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371311002,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371312003,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371313001,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371313002,0.18
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371313003,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371313004,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371314001,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371314002,0.43
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371316001,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371316003,0.12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371316004,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371317011,0.16
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371317012,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371317021,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371318001,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371318002,0.14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371319001,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371320011,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371321011,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371321012,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371321013,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371321023,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371323003,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371325021,0.05
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371325022,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371327002,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371327003,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371327004,0.1
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371329002,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371330001,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371330002,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371330003,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371331002,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371331003,0.03
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371331004,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371340011,0.82
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371340021,0.49
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371340022,0.17
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371341011,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371341031,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371341032,0.01
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371341041,0.19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371342011,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371342012,0.56
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371342013,0.44
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343021,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343022,0.04
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343023,0.02
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343031,0.09
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343032,0.93
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343033,0.07
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343034,0.74
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343041,0.06
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343042,0.13
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343051,0.33
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371343061,0.28
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371344221,0.11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371344222,0.16
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,60371344231,0.03
